city,year,min_mag,max_mag,frequency,population
kumalarang,2025,2.2,2.2,2,29082
la castellana,2020,2.5,2.5,1,77373
la castellana,2021,2.7,2.7,1,77794
la castellana,2022,2.5,2.5,1,78185
la castellana,2023,3.1,3.1,1,78545
la castellana,2025,1.2,2.8,14,79172
la libertad,2020,1.4,3.2,26,39211
la libertad,2021,1.6,2.8,14,39286
la libertad,2022,2.1,3.5,8,39344
la libertad,2023,2.0,2.6,8,39384
la libertad,2024,2.0,2.7,8,39409
la libertad,2025,2.3,2.3,2,39416
la paz,2020,1.7,3.6,180,67011
la paz,2021,1.6,3.6,104,67558
la paz,2022,1.5,4.2,116,68086
la paz,2023,1.4,3.3,116,68593
la paz,2024,1.4,3.0,116,69081
la paz,2025,1.3,3.1,168,69548
labangan,2022,1.5,1.5,1,43576
labangan,2024,1.7,1.7,1,43977
labason,2020,2.0,3.9,7,42151
labason,2021,2.0,3.2,7,42264
labason,2022,1.5,2.7,8,42360
labason,2023,1.6,3.2,17,42439
labason,2024,1.4,2.9,6,42501
labason,2025,1.3,4.2,18,42546
labo,2021,3.2,3.2,1,110907
labo,2023,1.7,3.1,5,113768
labo,2025,1.3,1.3,1,116402
labrador,2020,3.9,3.9,1,25123
labrador,2022,2.1,2.1,1,25840
labrador,2023,1.8,3.3,8,26185
labrador,2024,1.8,4.3,6,26521
labrador,2025,1.3,1.7,5,26847
lacub,2021,2.0,3.0,5,3686
lacub,2022,1.4,2.5,13,3732
lacub,2023,1.6,2.8,11,3778
lacub,2024,1.4,2.7,9,3823
lacub,2025,1.4,3.5,14,3867
lagangilang,2020,1.7,2.3,2,14451
lagangilang,2022,1.5,3.8,50,14499
lagangilang,2023,1.9,3.5,11,14517
lagangilang,2024,1.8,4.0,15,14531
lagangilang,2025,1.6,2.8,8,14540
lagayan,2022,1.3,6.4,228,4556
lagayan,2023,1.4,3.8,46,4559
lagayan,2024,1.5,2.9,26,4560
lagayan,2025,1.3,3.0,32,4560
lagonglong,2022,3.6,3.6,1,24371
lagonglong,2023,2.3,2.3,1,24698
lagonoy,2021,2.1,2.1,1,58853
lagonoy,2022,1.6,2.7,2,59321
lagonoy,2023,1.7,1.8,2,59759
lagonoy,2024,2.0,2.0,2,60168
laguindingan,2022,3.8,3.8,1,27342
laguindingan,2024,2.2,2.2,1,28025
lake sebu,2020,1.4,2.9,12,98094
lake sebu,2021,2.1,4.4,4,100104
lake sebu,2022,1.6,1.7,3,102058
lake sebu,2023,2.1,2.8,5,103960
lake sebu,2024,1.4,3.0,16,105814
lake sebu,2025,1.4,3.1,7,107609
lakewood,2021,2.7,3.0,2,20686
lakewood,2022,1.6,1.9,2,20715
lakewood,2023,1.5,2.1,4,20738
lakewood,2024,1.6,3.0,2,20753
lala,2020,2.4,2.4,1,70078
lambunao,2024,2.5,2.5,1,79599
lambunao,2025,2.0,4.0,6,80038
lamut,2021,1.6,1.6,1,26609
lamut,2025,1.7,1.7,1,27326
langiden,2020,1.9,2.5,2,3232
langiden,2022,1.5,3.2,41,3239
langiden,2023,1.6,3.3,9,3240
langiden,2024,1.6,2.8,9,3241
langiden,2025,1.4,4.4,34,3241
lantapan,2023,2.1,4.2,2,69010
lantapan,2024,2.0,2.3,3,69751
lantapan,2025,1.4,3.1,7,70451
lanuza,2020,1.5,2.7,6,12329
lanuza,2021,1.8,2.5,6,12372
lanuza,2022,1.5,2.7,6,12407
lanuza,2023,1.4,2.5,7,12435
lanuza,2024,1.5,2.6,11,12454
lanuza,2025,1.6,2.7,12,12466
laoac,2024,2.0,2.5,2,34473
laoac,2025,2.1,2.3,2,34726
laoang,2020,2.3,4.0,10,63702
laoang,2021,2.3,4.0,7,64068
laoang,2022,1.9,3.8,24,64398
laoang,2023,2.2,3.9,14,64691
laoang,2024,1.8,4.7,14,64947
laoang,2025,1.9,4.2,24,65165
lapinig,2024,2.1,2.1,1,14937
lapinig,2025,1.5,1.5,1,15125
las navas,2020,2.4,2.4,1,39067
las navas,2021,1.7,2.7,3,39225
las navas,2022,1.5,3.2,7,39360
las navas,2023,2.1,2.7,3,39472
las navas,2024,2.2,3.1,7,39560
las navas,2025,1.2,2.6,20,39625
las nieves,2020,1.9,2.0,2,29654
las nieves,2021,1.9,2.5,4,29842
las nieves,2022,1.8,3.1,4,30009
las nieves,2023,1.6,2.8,8,30154
las nieves,2024,1.7,5.8,13,30278
las nieves,2025,1.8,2.7,6,30380
lasam,2020,1.5,2.4,2,41323
lasam,2021,2.2,2.2,1,41692
lasam,2022,1.9,2.8,5,42036
lasam,2024,1.6,1.6,1,42650
lasam,2025,1.6,2.5,4,42919
laua-an,2020,2.5,2.5,1,26744
laua-an,2022,2.0,2.0,1,26911
laua-an,2023,2.4,2.8,2,26971
laua-an,2024,2.5,3.1,2,27017
laur,2020,2.4,2.5,2,39254
laur,2021,1.8,2.2,2,40029
laur,2022,1.5,2.4,2,40818
laur,2023,1.6,2.7,3,41622
laur,2024,1.9,1.9,1,42442
laur,2025,1.5,1.5,1,43275
laurel,2020,1.4,4.3,187,43192
laurel,2021,2.6,2.6,1,43966
laurel,2022,1.7,1.7,1,44745
laurel,2023,2.2,2.2,1,45529
lavezares,2020,1.6,1.6,1,29612
lawaan,2020,2.2,3.1,4,13814
lawaan,2021,2.1,2.8,3,14043
lawaan,2022,2.2,2.4,4,14275
lawaan,2023,2.4,2.4,1,14511
lawaan,2024,2.2,2.2,1,14752
lawaan,2025,1.9,2.9,4,14995
lazi,2020,1.6,2.3,4,20976
lazi,2021,2.0,2.7,7,21041
lazi,2022,1.7,2.8,3,21096
lazi,2023,1.4,2.4,6,21139
lazi,2024,3.0,3.0,1,21174
lazi,2025,1.5,3.8,6,21196
lebak,2020,1.8,3.6,14,91511
lebak,2021,1.6,3.2,13,91887
lebak,2022,1.7,5.4,27,92206
lebak,2023,1.6,3.4,13,92467
lebak,2024,1.7,4.7,24,92672
lebak,2025,1.5,4.4,15,92819
leganes,2021,1.8,1.8,1,35690
leganes,2024,1.4,1.9,2,37167
leganes,2025,2.3,2.3,1,37614
lemery,2020,1.4,3.9,70,104842
lemery,2021,2.3,2.7,4,107318
lemery,2024,3.2,3.2,2,114970
leon,2021,3.3,3.3,1,51805
leon,2023,2.3,2.3,1,52265
leon,2024,1.8,2.5,4,52431
leon,2025,1.3,2.1,2,52553
leyte,2020,1.4,5.4,34,43265
leyte,2021,1.8,3.8,26,43817
leyte,2022,1.9,2.8,10,44375
leyte,2023,1.8,5.3,23,44939
leyte,2024,1.9,4.2,11,45510
leyte,2025,1.7,3.7,17,46085
lian,2020,1.7,2.8,4,59641
lian,2021,1.8,3.0,5,61128
lian,2022,1.5,3.0,9,62640
lian,2023,1.5,2.9,26,64176
lian,2024,1.6,2.6,11,65740
lian,2025,1.3,3.2,18,67325
lianga,2020,1.9,3.1,9,30261
lianga,2021,2.1,3.4,4,30360
lianga,2022,1.8,2.7,12,30439
lianga,2023,1.5,4.6,34,30499
lianga,2024,1.5,4.1,23,30540
lianga,2025,1.5,3.1,17,30561
libacao,2022,1.8,1.8,1,28434
libacao,2023,2.1,2.5,2,28452
libacao,2024,3.0,3.0,1,28468
libagon,2020,1.8,2.7,4,15978
libagon,2021,2.3,3.0,3,16149
libagon,2022,1.9,2.7,4,16323
libagon,2023,1.8,2.3,3,16498
libagon,2024,2.1,2.1,1,16676
libagon,2025,1.6,2.6,6,16856
libertad,2020,2.1,2.4,4,17001
libertad,2021,3.1,3.1,2,17090
libertad,2022,2.2,3.5,20,17168
libertad,2023,1.8,3.4,8,17238
libertad,2025,2.0,2.0,2,17348
libmanan,2021,1.7,1.7,1,117009
libon,2022,2.2,3.3,2,79851
libon,2023,1.6,2.8,2,80330
libon,2024,3.2,3.2,1,80759
libona,2020,2.6,2.6,1,47843
libona,2021,2.1,2.1,1,48556
libona,2022,2.9,2.9,1,49243
libona,2024,2.3,2.3,1,50542
libona,2025,1.5,1.7,2,51153
libungan,2020,2.1,2.1,1,51703
libungan,2025,1.4,1.4,1,52976
licab,2021,2.8,2.8,1,30809
licab,2022,1.9,1.9,1,31262
lidlidda,2022,1.6,2.3,4,4898
lidlidda,2023,2.2,3.6,4,4927
lila,2022,2.6,2.6,1,12534
lila,2024,1.5,2.3,5,12599
liloan,2020,2.0,2.5,10,135789
liloan,2021,1.9,2.6,10,138818
liloan,2022,1.8,2.3,12,141699
liloan,2023,1.5,4.1,24,144433
liloan,2024,2.1,3.9,16,147027
liloan,2025,1.4,3.0,26,149466
liloy,2020,1.9,4.8,12,40507
liloy,2021,2.3,2.9,4,40601
liloy,2022,1.5,3.4,16,40679
liloy,2023,1.5,3.2,18,40741
liloy,2024,1.5,3.3,11,40786
liloy,2025,1.6,3.6,16,40815
limasawa,2020,1.7,2.7,10,6281
limasawa,2021,1.9,2.8,8,6328
limasawa,2022,1.6,3.3,8,6374
limasawa,2023,2.1,3.0,2,6422
limasawa,2024,1.9,3.1,6,6470
limasawa,2025,1.5,3.1,9,6518
limay,2023,1.7,1.7,1,87945
limay,2024,1.6,1.6,1,90704
limay,2025,1.3,1.3,1,93457
linamon,2023,2.3,2.3,1,24532
linamon,2024,1.7,2.7,2,25025
linamon,2025,1.4,1.5,2,25509
lingig,2020,1.7,3.8,67,31500
lingig,2021,1.5,4.1,69,31503
lingig,2022,1.4,5.2,73,31507
lingig,2023,1.2,5.2,237,31510
lingig,2024,1.2,6.8,1524,31513
lingig,2025,1.2,5.6,481,31516
lipa city,2020,2.0,2.7,4,384553
llanera,2021,2.2,2.8,2,44096
llanera,2024,1.3,2.1,2,46502
llorente,2020,2.7,3.1,3,21052
llorente,2021,3.0,3.8,3,21240
llorente,2022,1.7,3.4,9,21430
llorente,2023,1.5,5.0,17,21622
llorente,2024,2.1,2.9,7,21815
llorente,2025,1.5,2.7,5,22009
loay,2020,1.9,2.2,3,17016
loay,2021,1.7,3.7,4,17073
loay,2022,2.6,2.6,1,17127
loay,2023,2.0,2.0,1,17179
loay,2024,1.5,4.2,20,17227
loay,2025,1.6,1.6,1,17273
lobo,2020,1.7,2.5,9,45984
lobo,2021,2.1,2.4,5,46920
lobo,2022,2.0,3.2,2,47866
lobo,2023,1.5,2.9,6,48821
lobo,2024,2.4,3.3,6,49787
lobo,2025,1.4,3.2,11,50761
loboc,2023,1.9,1.9,1,16136
loboc,2024,2.0,2.0,1,16158
looc,2020,1.5,5.6,254,10402
looc,2021,1.5,5.7,226,10441
looc,2022,1.3,4.4,206,10474
looc,2023,1.3,5.2,210,10499
looc,2024,1.4,4.4,258,10519
looc,2025,1.3,4.9,268,10531
loon,2020,1.8,3.3,9,43208
loon,2021,1.5,1.8,2,43253
loon,2022,2.0,2.8,11,43301
loon,2023,1.5,3.0,6,43353
loon,2024,2.4,3.2,2,43409
loon,2025,1.8,2.7,5,43468
lope de vega,2020,2.1,3.0,4,15616
lope de vega,2022,1.8,4.7,5,15940
lope de vega,2023,2.3,3.0,4,16090
lope de vega,2024,1.5,5.0,10,16233
lope de vega,2025,1.4,2.5,8,16368
lopez,2023,1.7,2.3,2,100897
lopez,2024,1.8,2.0,2,101380
lopez,2025,3.0,3.0,1,101810
loreto,2020,1.6,3.7,114,44293
loreto,2021,1.7,4.0,98,44587
loreto,2022,1.4,4.7,118,44859
loreto,2023,1.5,4.3,108,45106
loreto,2024,1.5,4.0,128,45330
loreto,2025,1.6,4.2,104,45530
los baños,2020,1.6,2.4,9,120016
los baños,2021,1.5,2.3,11,121380
los baños,2022,1.4,2.2,4,122656
los baños,2024,1.3,2.2,7,124947
los baños,2025,1.4,3.5,10,125958
luba,2020,1.5,1.5,1,6384
luba,2021,2.0,2.0,1,6387
luba,2022,1.5,2.8,30,6388
luba,2023,1.6,2.6,9,6387
luba,2024,1.9,3.7,4,6385
lubang,2020,1.2,5.4,120,18872
lubang,2021,1.4,4.3,115,18886
lubang,2022,1.4,6.4,988,18901
lubang,2023,1.4,5.9,90,18915
lubang,2024,1.3,4.5,72,18929
lubang,2025,1.2,4.2,90,18943
lubuagan,2021,2.4,2.4,1,8421
lubuagan,2025,1.6,2.4,2,8156
lucban,2025,1.7,1.7,1,60494
lugait,2020,2.1,2.5,2,20470
lugait,2022,2.7,3.4,2,20632
lugait,2023,1.9,1.9,1,20684
lugait,2024,1.8,1.8,1,20719
lugait,2025,1.5,1.5,1,20734
lumbaca-unayan,2023,2.8,2.8,1,8822
luna,2020,1.8,4.1,102,36648
luna,2021,1.5,3.5,135,36752
luna,2022,1.6,3.4,126,36833
luna,2023,1.7,3.5,90,36891
luna,2024,1.4,3.4,99,36926
luna,2025,1.2,5.5,156,36938
lupao,2021,2.2,2.2,1,47292
lupao,2022,2.3,2.4,2,47910
lupao,2023,1.7,3.5,3,48535
lupao,2024,1.9,3.4,3,49169
lupao,2025,1.5,2.5,6,49809
lupi,2020,1.9,2.6,3,33784
lupi,2022,2.0,2.3,2,34319
lupi,2023,1.6,3.1,6,34561
lupi,2024,2.5,3.3,2,34785
lupi,2025,1.2,4.5,131,34991
lupon,2020,1.8,3.9,10,69710
lupon,2021,1.9,3.1,12,70358
lupon,2022,1.6,3.1,6,70957
lupon,2023,2.0,3.3,7,71506
lupon,2024,1.7,4.4,12,72007
lupon,2025,2.1,3.5,5,72458
lutayan,2020,1.5,2.9,53,68022
lutayan,2021,1.8,1.8,1,68951
lutayan,2022,1.7,1.7,1,69850
lutayan,2024,2.3,2.4,2,71558
luuk,2025,2.7,2.7,1,33439
m'lang,2020,2.0,3.2,5,101376
m'lang,2021,1.8,3.1,3,102263
m'lang,2022,2.1,3.4,6,103017
m'lang,2023,1.9,2.4,2,103638
m'lang,2024,1.8,3.9,5,104129
m'lang,2025,2.0,2.9,8,104485
ma-ayon,2022,2.6,2.6,1,41223
ma-ayon,2025,1.8,1.8,1,42522
maasim,2020,1.5,3.7,31,65542
maasim,2021,1.9,4.7,21,66684
maasim,2022,1.9,3.5,11,67796
maasim,2023,1.5,3.9,34,68875
maasim,2024,1.3,4.7,90,69926
maasim,2025,1.3,3.0,23,70943
maasin,2020,2.0,3.0,6,38246
maasin,2021,2.3,2.3,1,38488
maasin,2022,2.6,2.6,1,38698
maasin,2023,2.3,3.9,4,38876
maasin,2024,2.1,4.0,3,39023
mabalacat city,2020,2.3,2.3,1,288295
mabalacat city,2021,1.8,2.9,11,295127
mabalacat city,2022,1.5,3.1,10,301699
mabalacat city,2023,1.9,2.9,9,308010
mabalacat city,2024,1.5,3.3,10,314076
mabalacat city,2025,1.5,1.9,3,319865
mabinay,2020,1.9,3.0,7,81651
mabinay,2021,1.8,3.3,15,82123
mabinay,2022,1.7,3.0,8,82562
mabinay,2023,1.9,2.8,7,82968
mabinay,2024,1.3,3.6,4,83343
mabinay,2025,1.3,2.4,4,83685
mabini,2020,1.4,5.0,321,25311
mabini,2021,1.9,3.6,84,25379
mabini,2022,1.4,3.1,81,25433
mabini,2023,1.5,4.0,120,25472
mabini,2024,1.5,4.5,129,25496
mabini,2025,1.4,3.0,126,25505
mabitac,2024,1.2,1.5,2,22984
mabuhay,2020,2.3,2.3,1,40224
mabuhay,2023,1.5,1.5,1,41978
mabuhay,2024,2.3,2.6,2,42516
macarthur,2022,1.9,1.9,1,24559
macarthur,2024,2.2,2.2,1,25617
maco,2021,2.7,4.2,4,89594
maco,2022,2.4,3.5,4,90894
maco,2024,2.3,2.3,1,93407
maco,2025,1.3,2.7,8,94616
maconacon,2020,2.0,4.2,8,4901
maconacon,2021,2.0,3.2,15,5034
maconacon,2022,1.8,3.2,13,5167
maconacon,2023,1.5,5.5,210,5300
maconacon,2024,1.4,4.7,45,5434
maconacon,2025,1.4,4.5,34,5568
macrohon,2020,1.8,1.9,2,27078
macrohon,2021,2.1,2.1,1,27252
macrohon,2022,1.7,3.5,3,27429
macrohon,2023,1.7,2.3,4,27607
macrohon,2024,1.8,3.1,2,27788
macrohon,2025,2.0,2.3,2,27969
madalag,2024,1.6,1.6,1,18566
madalag,2025,1.7,1.7,1,18578
madalum,2023,2.9,2.9,1,27600
madamba,2023,2.1,2.4,2,21189
maddela,2020,1.8,1.8,1,40706
maddela,2021,2.0,2.0,1,41104
maddela,2022,1.7,2.3,2,41485
maddela,2023,1.4,1.9,2,41848
maddela,2024,1.7,2.9,3,42193
maddela,2025,2.4,2.4,1,42521
madrid,2020,1.7,3.1,8,15616
madrid,2021,1.7,3.6,12,15666
madrid,2022,2.0,2.6,10,15707
madrid,2023,1.5,4.9,58,15737
madrid,2024,1.4,3.4,33,15757
madrid,2025,1.4,3.6,28,15767
madridejos,2020,2.0,2.8,2,37676
madridejos,2022,2.2,2.2,1,37968
madridejos,2024,2.0,2.0,1,38136
magalang,2020,3.2,3.2,1,122612
magalang,2024,2.5,2.5,1,127855
magallanes,2020,1.8,2.5,6,23862
magallanes,2023,2.0,2.0,3,24206
magallanes,2024,1.8,1.8,3,24262
magallanes,2025,1.6,1.9,6,24289
magdiwang,2024,1.5,1.8,2,14971
magdiwang,2025,2.0,2.8,2,15045
magpet,2020,1.8,2.7,11,52711
magpet,2021,3.2,3.2,1,53222
magpet,2022,2.5,2.7,2,53665
magpet,2023,1.6,3.1,15,54039
magpet,2024,1.8,2.8,8,54347
magpet,2025,1.5,2.4,5,54586
magsaysay,2020,1.6,4.0,124,21395
magsaysay,2021,1.5,6.1,420,21852
magsaysay,2022,1.5,5.5,240,22300
magsaysay,2023,1.7,4.1,144,22739
magsaysay,2024,1.7,4.7,120,23171
magsaysay,2025,1.7,3.0,72,23593
magsingal,2020,2.0,3.5,5,32933
magsingal,2021,1.9,2.0,2,33338
magsingal,2022,1.6,4.7,27,33731
magsingal,2023,1.4,3.2,13,34115
magsingal,2024,1.4,2.4,5,34488
magsingal,2025,1.5,4.4,13,34851
maguing,2020,2.0,2.3,2,27408
maguing,2021,2.4,2.4,1,28035
mahaplag,2021,2.0,2.7,5,28830
mahaplag,2022,1.6,3.0,5,29002
mahaplag,2023,1.7,3.5,4,29174
mahaplag,2024,1.7,2.5,7,29347
mahaplag,2025,2.0,2.7,6,29519
mahatao,2024,3.8,3.8,1,1538
mahayag,2020,2.3,2.6,2,47179
mahayag,2021,2.1,2.5,2,47269
mahayag,2023,1.9,2.2,3,47403
mahayag,2024,2.4,2.4,1,47445
mahayag,2025,2.4,2.4,1,47472
mahinog,2022,1.9,2.2,2,14499
mahinog,2024,2.8,2.8,1,14569
maigo,2023,1.5,1.5,1,23241
mainit,2020,2.6,2.6,1,27622
mainit,2021,1.8,3.0,4,27790
mainit,2022,1.6,3.5,9,27954
mainit,2023,1.8,2.4,3,28114
mainit,2024,1.5,2.7,5,28271
mainit,2025,1.5,2.7,7,28423
maitum,2020,1.3,3.6,17,46960
maitum,2021,2.0,4.3,7,47340
maitum,2022,2.0,3.9,17,47688
maitum,2023,1.9,5.3,23,48001
maitum,2024,1.3,4.4,31,48281
maitum,2025,1.5,5.7,26,48527
majayjay,2021,1.7,2.6,3,28864
makato,2025,2.0,2.0,1,30212
makilala,2020,1.6,4.3,44,88776
makilala,2021,1.9,2.8,15,89425
makilala,2022,2.2,3.1,9,89956
makilala,2023,1.6,3.5,12,90367
makilala,2024,1.9,3.7,11,90661
makilala,2025,1.5,3.8,13,90836
malabang,2021,2.5,2.6,2,49799
malabang,2025,1.6,2.7,3,54199
malalag,2020,3.5,3.5,1,42294
malalag,2024,2.1,2.8,2,45434
malalag,2025,1.5,1.7,2,46252
malangas,2025,1.6,1.8,2,35990
malapatan,2020,1.5,3.6,18,80460
malapatan,2021,1.8,3.1,6,81004
malapatan,2022,1.6,2.8,4,81490
malapatan,2023,1.5,2.9,5,81915
malapatan,2024,1.4,3.0,21,82282
malapatan,2025,1.8,3.0,5,82589
malay,2022,1.9,2.4,2,60256
malay,2023,2.0,2.0,1,60770
malay,2024,2.5,3.5,4,61150
malay,2025,2.2,3.9,3,61392
malibcong,2020,1.8,1.9,2,3452
malibcong,2022,1.5,4.0,22,3454
malibcong,2023,1.4,4.1,13,3454
malibcong,2024,1.9,2.5,8,3453
malibcong,2025,1.2,2.9,8,3450
malilipot,2024,2.3,2.3,1,41343
malilipot,2025,2.7,2.7,1,41624
malimono,2020,2.0,3.6,12,18190
malimono,2021,1.7,3.0,7,18208
malimono,2022,2.1,3.4,7,18223
malimono,2023,1.9,4.2,13,18235
malimono,2024,1.8,4.4,10,18243
malimono,2025,1.5,2.5,13,18249
malinao,2024,1.4,1.4,2,49315
malinao,2025,1.4,1.4,2,49621
malita,2020,1.9,4.5,34,125885
malita,2021,1.7,3.6,27,127294
malita,2022,2.1,3.8,8,128618
malita,2023,1.6,3.5,13,129863
malita,2024,1.4,4.3,25,131026
malita,2025,1.7,3.4,13,132105
malitbog,2020,1.6,2.1,8,23817
malitbog,2022,1.6,3.2,16,24194
malitbog,2023,2.0,3.3,12,24386
malitbog,2024,2.4,4.0,14,24580
malitbog,2025,1.6,3.6,10,24776
mallig,2020,2.0,2.3,2,32245
mallig,2022,2.0,2.8,2,32844
mallig,2024,2.2,2.2,1,33370
mallig,2025,1.5,2.0,3,33604
malungon,2020,1.4,3.4,49,111005
malungon,2021,1.8,2.9,15,112297
malungon,2022,1.8,2.2,2,113518
malungon,2023,1.4,3.2,6,114666
malungon,2024,1.3,3.5,25,115745
malungon,2025,2.1,2.8,6,116750
malvar,2020,1.8,3.0,12,67799
malvar,2021,3.8,3.8,1,70378
malvar,2022,1.9,1.9,1,73037
malvar,2023,2.8,2.8,1,75777
mambusao,2024,2.3,2.3,1,43278
manabo,2020,1.5,2.7,7,10875
manabo,2021,1.7,1.7,1,10888
manabo,2022,1.4,4.5,138,10898
manabo,2023,1.5,3.3,17,10904
manabo,2024,1.5,3.6,13,10907
manabo,2025,1.4,2.6,7,10907
manaoag,2023,1.8,2.3,2,76200
manaoag,2024,2.2,2.5,4,76896
manaoag,2025,2.3,2.4,2,77555
manapla,2020,1.6,1.6,1,56027
manapla,2022,2.5,2.5,1,56347
manapla,2023,2.0,3.4,7,56471
manapla,2024,1.2,1.7,2,56573
manapla,2025,2.0,3.1,4,56649
manay,2020,1.6,5.6,133,44691
manay,2021,1.6,4.8,78,44996
manay,2022,1.9,6.2,171,45268
manay,2023,2.0,3.8,57,45506
manay,2024,1.5,4.4,74,45711
manay,2025,1.2,7.4,1236,45882
mangatarem,2020,1.7,1.8,2,75900
mangatarem,2021,1.9,1.9,1,76317
mangatarem,2022,1.4,1.8,2,76692
mangatarem,2023,1.5,2.1,2,77026
mangatarem,2024,1.9,2.8,2,77317
mangatarem,2025,2.4,2.4,1,77566
manito,2020,2.0,3.1,2,26614
manito,2023,2.6,2.6,1,27613
manito,2024,1.5,2.9,13,27919
manito,2025,1.5,2.3,10,28211
mankayan,2021,2.0,2.0,1,37247
mankayan,2022,1.5,2.3,5,37357
mankayan,2023,2.3,2.4,2,37435
mankayan,2024,2.0,2.7,5,37481
manolo fortich,2022,2.6,3.1,3,110216
mansalay,2020,3.4,3.4,1,57121
mansalay,2021,2.2,2.2,1,57530
mansalay,2022,1.8,2.4,6,57899
mansalay,2023,2.3,2.3,1,58230
mansalay,2024,2.6,2.6,1,58522
mansalay,2025,1.5,1.9,2,58774
manticao,2020,1.8,3.8,2,29473
manticao,2021,2.6,2.6,1,29608
manticao,2022,1.8,1.8,1,29717
manticao,2025,1.6,3.0,2,29882
manukan,2020,1.8,2.8,6,37228
manukan,2021,2.0,3.4,9,37327
manukan,2022,2.0,2.7,4,37412
manukan,2023,1.5,3.2,9,37482
manukan,2024,2.0,4.7,8,37536
manukan,2025,1.6,4.8,5,37576
mapanas,2020,2.0,4.5,49,15483
mapanas,2021,2.3,3.6,9,15767
mapanas,2022,2.2,5.7,27,16047
mapanas,2023,2.0,3.3,13,16322
mapanas,2024,1.7,4.2,33,16594
mapanas,2025,2.0,4.9,25,16860
mapandan,2024,2.4,2.4,1,40998
marabut,2023,2.1,2.1,1,19578
marabut,2024,2.3,2.3,1,19887
marabut,2025,2.0,2.2,2,20190
maramag,2020,2.4,3.3,2,111728
maramag,2022,2.3,2.3,1,115267
maramag,2023,1.8,1.8,1,116952
maramag,2024,1.3,4.0,2,118587
maramag,2025,1.6,1.7,2,120162
marantao,2024,1.8,1.8,1,40995
marcos,2020,1.9,2.3,2,18373
marcos,2021,2.1,3.4,4,18471
marcos,2022,1.6,3.9,11,18562
marcos,2023,1.5,3.3,3,18646
marcos,2024,1.8,3.8,9,18721
marcos,2025,1.3,3.3,5,18789
margosatubig,2022,1.6,1.6,1,39347
maria,2020,1.4,4.4,6,14167
maria,2021,1.8,3.3,2,14213
maria,2025,2.1,2.1,1,14327
maria aurora,2024,1.7,1.7,1,45110
maria aurora,2025,4.1,4.1,1,45513
maribojoc,2020,2.1,2.5,2,20835
maribojoc,2021,2.1,2.1,1,20866
maribojoc,2023,1.4,2.5,4,20930
maribojoc,2024,1.5,2.5,5,20964
maribojoc,2025,1.3,2.6,5,20998
marihatag,2020,1.4,4.0,129,19059
marihatag,2021,1.4,4.6,114,19132
marihatag,2022,1.5,5.2,101,19194
marihatag,2023,1.4,4.7,256,19244
marihatag,2024,1.4,4.9,793,19282
marihatag,2025,1.3,4.4,327,19307
maripipi,2020,1.8,3.5,14,7464
maripipi,2021,2.0,3.7,7,7515
maripipi,2022,1.9,3.3,6,7564
maripipi,2023,2.2,3.2,7,7608
maripipi,2024,1.9,3.6,8,7650
maripipi,2025,2.0,3.2,14,7688
mariveles,2020,1.4,4.6,23,142996
mariveles,2021,1.6,3.3,25,145635
mariveles,2022,1.5,3.8,35,148073
mariveles,2023,1.4,3.5,30,150311
mariveles,2024,1.4,3.8,50,152385
mariveles,2025,1.4,4.4,28,154188
marogong,2024,1.9,1.9,1,26305
marogong,2025,2.2,2.2,1,26932
masinloc,2020,1.6,2.9,14,50894
masinloc,2021,1.4,4.7,15,51418
masinloc,2022,1.4,4.7,42,51903
masinloc,2023,1.4,4.7,36,52348
masinloc,2024,1.4,3.1,25,52753
masinloc,2025,1.2,4.7,28,53117
masiu,2021,2.9,2.9,1,33827
maslog,2021,1.8,3.6,6,6165
maslog,2022,2.5,4.2,4,6304
maslog,2023,1.6,2.4,3,6445
maslog,2024,2.0,3.7,11,6589
maslog,2025,1.6,2.2,9,6736
matag-ob,2020,1.7,1.7,1,19418
matag-ob,2021,2.2,2.2,1,19636
matag-ob,2022,2.1,2.2,2,19857
matag-ob,2023,2.0,2.0,2,20079
matag-ob,2024,1.3,2.5,5,20304
matag-ob,2025,1.9,2.0,2,20530
matalam,2020,2.3,2.8,2,83368
matalam,2021,2.1,2.1,1,83846
matalam,2023,1.8,2.3,3,84463
matalam,2024,2.3,2.6,2,84602
matalam,2025,1.7,1.9,2,84626
matalom,2020,2.1,3.1,5,34698
matalom,2021,2.3,3.6,5,35026
matalom,2022,1.8,2.8,4,35356
matalom,2023,1.9,2.3,4,35688
matalom,2024,1.7,2.9,9,36023
matalom,2025,2.0,2.7,3,36359
matanao,2020,2.0,4.9,19,62358
matanao,2021,1.7,3.7,16,63565
matanao,2022,2.4,3.3,4,64794
matanao,2023,1.9,2.5,5,66046
matanao,2024,1.7,2.9,8,67324
matanao,2025,1.9,5.0,5,68621
matanog,2020,2.3,2.3,1,32653
matanog,2021,2.3,4.2,4,33218
matanog,2022,2.8,2.8,1,33774
matnog,2020,1.9,1.9,1,44607
matuguinao,2020,3.3,3.3,1,7722
matuguinao,2022,2.6,3.5,3,7874
matuguinao,2023,2.5,2.5,1,7944
matuguinao,2024,1.7,2.5,3,8011
matuguinao,2025,1.7,2.2,2,8074
mauban,2020,1.8,2.1,2,66410
mauban,2022,2.1,2.6,2,67208
mawab,2020,1.8,2.6,6,38032
mawab,2021,2.3,2.9,3,38166
mawab,2022,2.4,2.8,2,38278
mawab,2023,1.6,2.9,9,38369
